"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"fontdrvhost","0","37","2203391344640","2875392","2068480","5840",,,,,,,,,,"Process",,,"8",,,,,"1004",".",,,,"5840","5840","2068480","2068480","43560","43560","2097152","2097152","5361664","5361664","2203391868928","73646080",,,"2068480","2068480",,"0",,"System.Diagnostics.ProcessThreadCollection","37","2203391344640","73121792","False",,,,"2875392","2875392",,,,,,"fontdrvhost","0","","True",,
"fontdrvhost","1","37","2203420688384","11931648","6668288","10192",,,,,,,,,,"Process",,,"8",,,,,"1136",".",,,,"10192","10192","6668288","6668288","72200","72200","12886016","12886016","21856256","21856256","2203709911040","391688192",,,"6668288","6668288",,"1",,"System.Diagnostics.ProcessThreadCollection","37","2203420688384","102465536","False",,,,"11931648","11931648",,,,,,"fontdrvhost","0","","True",,
"GameBar","1","810","2203823161344","13492224","39157760","37912","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_5.823.3261.0_x64__8wekyb3d8bbwe\GameBar.exe","""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_5.823.3261.0_x64__8wekyb3d8bbwe\GameBar.exe"" -ServerName:App.AppXbdkk0yrkwpcgeaem8zk81k8py1eaahny.mca",,"Microsoft Corporation","0.40625","5.823.03261.0","5.823.03261.0","Xbox Game Bar","Xbox Game Bar","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5224","8",,"False","4/19/2023 2:51:58 PM",,"15612",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","37912","37912","39157760","39157760","665536","665536","40370176","40370176","65351680","65351680","2203843796992","525574144","True","Normal","39157760","39157760","255","1",,"System.Diagnostics.ProcessThreadCollection","810","2203823161344","504938496","False",,,,"13492224","13492224",,"System.Diagnostics.ProcessModule (GameBar.exe)","00:00:00.2187500","00:00:00.4062500","00:00:00.1875000","GameBar","0","","True",,
"GameBarFTServer","1","259","2203448737792","5726208","3334144","12640","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_5.823.3261.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe","""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_5.823.3261.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe"" -Embedding",,"Microsoft Corporation","0.0625","5.823.03261.0","5.823.03261.0","Xbox Game Bar Full Trust COM Server","Xbox Game Bar","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5256","8",,"False","4/19/2023 2:51:58 PM",,"19304",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12640","12640","3334144","3334144","190416","190416","3731456","3731456","15941632","15941632","2203460526080","142303232","True","Normal","3334144","3334144","255","1",,"System.Diagnostics.ProcessThreadCollection","259","2203448737792","130514944","False",,,,"5726208","5726208",,"System.Diagnostics.ProcessModule (GameBarFTServer.exe)","00:00:00.0156250","00:00:00.0625000","00:00:00.0468750","GameBarFTServer","0","","True",,
"gameinputsvc","0","99","2203383705600","1896448","1212416","6928",,,,,,,,,,"Process",,,"8",,,,,"3660",".",,,,"6928","6928","1212416","1212416","60592","60592","1294336","1294336","5578752","5578752","2203385802752","67579904",,,"1212416","1212416",,"0",,"System.Diagnostics.ProcessThreadCollection","99","2203383705600","65482752","False",,,,"1896448","1896448",,,,,,"gameinputsvc","0","","True",,
"gameinputsvc","1","481","2203469926400","6946816","4067328","13248",,,,,,,,,,"Process",,,"8",,,,,"4480",".",,,,"13248","13248","4067328","4067328","218680","218680","4435968","4435968","17616896","17616896","2203473186816","154963968",,,"4067328","4067328",,"1",,"System.Diagnostics.ProcessThreadCollection","481","2203469926400","151703552","False",,,,"6946816","6946816",,,,,,"gameinputsvc","0","","True",,
"gamingservices","0","632","2203514851328","28213248","11247616","26040",,,,,,,,,,"Process",,,"8",,,,,"6172",".",,,,"26040","26040","11247616","11247616","256616","256616","12292096","12292096","34324480","34324480","2203522195456","203972608",,,"11247616","11247616",,"0",,"System.Diagnostics.ProcessThreadCollection","632","2203514851328","196628480","False",,,,"28213248","28213248",,,,,,"gamingservices","0","","True",,
"gamingservicesnet","0","116","2203382935552","1499136","1159168","6512",,,,,,,,,,"Process",,,"8",,,,,"6168",".",,,,"6512","6512","1159168","1159168","58240","58240","1273856","1273856","5611520","5611520","2203385200640","66977792",,,"1159168","1159168",,"0",,"System.Diagnostics.ProcessThreadCollection","116","2203382935552","64712704","False",,,,"1499136","1499136",,,,,,"gamingservicesnet","0","","True",,
"Idle","0","0","8192","8192","61440","272",,,,,,,,,,"Process",,,"0",,,,,"0",".",,,,"272","272","61440","61440","0","0","61440","61440","12288","12288","8192","8192",,,"61440","61440",,"0",,"System.Diagnostics.ProcessThreadCollection","0","8192","8192","False",,,,"8192","8192",,,,,,"Idle","0","","True",,
"jhi_service","0","141","2203395452928","1789952","1335296","8600",,,,,,,,,,"Process",,,"8",,,,,"4204",".",,,,"8600","8600","1335296","1335296","84864","84864","1425408","1425408","6656000","6656000","2203398598656","80375808",,,"1335296","1335296",,"0",,"System.Diagnostics.ProcessThreadCollection","141","2203395452928","77230080","False",,,,"1789952","1789952",,,,,,"jhi_service","0","","True",,
"LockApp","1","603","2203789721600","45723648","35569664","31616","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","""C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca",,"Microsoft Corporation","5.578125","10.0.19041.2193 (WinBuild.160101.0800)","10.0.19041.2193","LockApp.exe","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5472","8",,"False","4/20/2023 5:17:31 PM",,"13692",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31616","31616","35569664","35569664","623976","623976","36032512","36032512","55541760","55541760","2203816972288","498749440","True","Normal","35569664","35569664","255","1",,"System.Diagnostics.ProcessThreadCollection","603","2203789721600","471498752","False",,,,"45723648","45723648",,"System.Diagnostics.ProcessModule (LockApp.exe)","00:00:02.2656250","00:00:05.5781250","00:00:03.3125000","LockApp","0","","True",,
"lsass","0","1967","2203435950080","22941696","12709888","34568",,,,,,,,,,"Process",,,"9",,,,,"820",".",,,,"34568","34568","12709888","12709888","205200","205200","13475840","13475840","28798976","28798976","2203446784000","128561152",,,"12709888","12709888",,"0",,"System.Diagnostics.ProcessThreadCollection","1967","2203435950080","117727232","False",,,,"22941696","22941696",,,,,,"lsass","0","","True",,
"McNeelUpdateService","0","314","160296960","8515584","14983168","21256",,,,,,,,,,"Process",,,"8",,,,,"4132",".",,,,"21256","21256","14983168","14983168","255472","255472","15863808","15863808","29835264","29835264","172617728","172617728",,,"14983168","14983168",,"0",,"System.Diagnostics.ProcessThreadCollection","314","160296960","160296960","False",,,,"8515584","8515584",,,,,,"McNeelUpdateService","0","","True",,
"Memory Compression","0","0","1703936","356352","73728","0",,,,,,,,,,"Process",,,"8",,,,,"2420",".",,,,"0","0","73728","73728","4224","4224","73728","73728","1978368","1978368","1835008","1835008",,,"73728","73728",,"0",,"System.Diagnostics.ProcessThreadCollection","0","1703936","1703936","False",,,,"356352","356352",,,,,,"Memory Compression","0","","True",,
"Microsoft.Photos","1","791","5319475200","41349120","73805824","49208","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","""C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe"" -ServerName:App.AppXzst44mncqdg84v7sv6p7yznqwssy6f7f.mca",,"Microsoft Corporation","1.609375","2023.10030.27002.00000","2023.10030.2700200000-release2023.03HEVC","Microsoft.Photos.exe","Microsoft Photos","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5624","8",,"False","4/25/2023 10:07:47 AM",,"25856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","49208","49208","73805824","73805824","829000","829000","74563584","74563584","105226240","105226240","5325762560","1030795264","True","Normal","73805824","73805824","255","1",,"System.Diagnostics.ProcessThreadCollection","791","5319475200","1024507904","False",,,,"41349120","41349120",,"System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","00:00:00.5781250","00:00:01.6093750","00:00:01.0312500","Microsoft.Photos","0","","True",,
"Microsoft.SharePoint","1","502","2203525496832","38645760","12935168","27920","C:\Program Files\Microsoft OneDrive\23.076.0409.0001\Microsoft.SharePoint.exe","""C:\Program Files\Microsoft OneDrive\23.076.0409.0001\Microsoft.SharePoint.exe""",,"Microsoft Corporation","2.640625","23.076.0409.0001","23.076.0409.0001","Microsoft SharePoint","Microsoft SharePoint","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5660","8",,"False","4/21/2023 2:22:38 PM",,"25092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27920","27920","12935168","12935168","304264","304264","43536384","43536384","61190144","61190144","2203576471552","258248704","True","Normal","12935168","12935168","255","1",,"System.Diagnostics.ProcessThreadCollection","502","2203525496832","207273984","False",,,,"38645760","38645760",,"System.Diagnostics.ProcessModule (Microsoft.SharePoint.exe)","00:00:01.6093750","00:00:02.6406250","00:00:01.0312500","Microsoft.SharePoint","0","","True",,
"MoUsoCoreWorker","0","626","2203453034496","34058240","18554880","19280",,,,,,,,,,"Process",,,"8",,,,,"24584",".",,,,"19280","19280","18554880","18554880","188056","188056","51040256","51040256","66359296","66359296","2203482546176","164323328",,,"18554880","18554880",,"0",,"System.Diagnostics.ProcessThreadCollection","626","2203453034496","134811648","False",,,,"34058240","34058240",,,,,,"MoUsoCoreWorker","0","","True",,
"msedge","1","2589","2341965430784","309800960","181755904","192120","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window /prefetch:5",,"Microsoft Corporation","710.3125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5748","8",,"False","4/24/2023 4:07:53 PM",,"2256",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","192120","192120","181755904","181755904","1673088","1673088","193490944","193490944","327888896","327888896","2342070308864","1313132544","True","Normal","181755904","181755904","255","1",,"System.Diagnostics.ProcessThreadCollection","2589","2341965430784","1208254464","False",,,,"309800960","309800960",,"System.Diagnostics.ProcessModule (msedge.exe)","00:04:34.5781250","00:11:50.3125000","00:07:15.7343750","msedge","1051870","Learn_PowerShell_in_a_Month_of_Lunches_.pdf and 3 more pages - Work - Microsoft​ Edge","True",,
"msedge","1","343","3486502002688","207736832","580915200","20984","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=135 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=500666742603 --mojo-platform-channel-handle=9340 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","442.140625","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5796","4",,"False","4/25/2023 9:26:14 AM",,"3020",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20984","20984","580915200","580915200","816608","816608","966545408","966545408","656228352","656228352","3493023371264","1214959616","True","Idle","580915200","580915200","255","1",,"System.Diagnostics.ProcessThreadCollection","343","3486502002688","-1011441664","False",,,,"207736832","207736832",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:18.2500000","00:07:22.1406250","00:07:03.8906250","msedge","0","","True",,
"msedge","1","252","2272196648960","8593408","2187264","9648","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\hybri\AppData\Local\Microsoft\Edge\User Data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\hybri\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\hybri\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=112.0.5615.138 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 ""--annotation=prod=Microsoft Edge"" --annotation=ver=112.0.1722.58 --initial-client-data=0x108,0x10c,0x110,0xe4,0x11c,0x7ffd71d435f0,0x7ffd71d43600,0x7ffd71d43610","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.0625","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5824","8",,"False","4/24/2023 4:07:53 PM",,"3464",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9648","9648","2187264","2187264","132936","132936","2322432","2322432","8642560","8642560","2272230203392","192503808","True","Normal","2187264","2187264","255","1",,"System.Diagnostics.ProcessThreadCollection","252","2272196648960","158949376","False",,,,"8593408","8593408",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0156250","00:00:00.0625000","00:00:00.0468750","msedge","0","","True",,
"msedge","1","363","3486456553472","90873856","102248448","19824","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=68 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=439074473702 --mojo-platform-channel-handle=5292 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","21.921875","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5868","4",,"False","4/24/2023 4:19:42 PM",,"5076",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19824","19824","102248448","102248448","744352","744352","150020096","150020096","210423808","210423808","3487970410496","456966144","True","Idle","102248448","102248448","255","1",,"System.Diagnostics.ProcessThreadCollection","363","3486456553472","-1056890880","False",,,,"90873856","90873856",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:03.2968750","00:00:21.9218750","00:00:18.6250000","msedge","0","","True",,
"msedge","1","220","3486382268416","32063488","15409152","15336","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=277 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=517971219945 --mojo-platform-channel-handle=11056 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.03125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5912","4",,"False","4/25/2023 2:14:39 PM",,"7348",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15336","15336","15409152","15409152","710080","710080","15675392","15675392","32067584","32067584","3486393458688","-1119985664","True","Idle","15409152","15409152","255","1",,"System.Diagnostics.ProcessThreadCollection","220","3486382268416","-1131175936","False",,,,"32063488","32063488",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","msedge","0","","True",,
"msedge","1","294","3486433615872","101101568","50528256","17240","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=268 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=517051906390 --mojo-platform-channel-handle=13112 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.234375","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5956","4",,"False","4/25/2023 1:59:19 PM",,"8400",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17240","17240","50528256","50528256","728448","728448","76754944","76754944","115335168","115335168","3487970410496","456966144","True","Idle","50528256","50528256","255","1",,"System.Diagnostics.ProcessThreadCollection","294","3486433615872","-1079828480","False",,,,"101101568","101101568",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1718750","00:00:01.2343750","00:00:01.0625000","msedge","0","","True",,
"msedge","1","252","2306864427008","21073920","8294400","16040","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --mojo-platform-channel-handle=9668 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:8","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.15625","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6000","8",,"False","4/25/2023 9:47:46 AM",,"10732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16040","16040","8294400","8294400","734416","734416","8437760","8437760","21147648","21147648","2306897981440","500543488","True","Normal","8294400","8294400","255","1",,"System.Diagnostics.ProcessThreadCollection","252","2306864427008","466989056","False",,,,"21073920","21073920",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1562500","00:00:00.1562500","00:00:00","msedge","0","","True",,
"msedge","1","282","3486445461504","82948096","46362624","16768","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --extension-process --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=438379154748 --mojo-platform-channel-handle=6064 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.3125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6044","8",,"False","4/24/2023 4:08:07 PM",,"15332",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16768","16768","46362624","46362624","689280","689280","126828544","126828544","152256512","152256512","3486504181760","-1009262592","True","Normal","46362624","46362624","255","1",,"System.Diagnostics.ProcessThreadCollection","282","3486445461504","-1067982848","False",,,,"82948096","82948096",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1718750","00:00:01.3125000","00:00:01.1406250","msedge","0","","True",,
"msedge","1","297","3486439829504","77578240","36728832","18264","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --extension-process --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=438379195410 --mojo-platform-channel-handle=7764 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.375","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6088","8",,"False","4/24/2023 4:08:07 PM",,"16736",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18264","18264","36728832","36728832","703240","703240","74530816","74530816","109240320","109240320","3486497501184","-1015943168","True","Normal","36728832","36728832","255","1",,"System.Diagnostics.ProcessThreadCollection","297","3486439829504","-1073614848","False",,,,"77578240","77578240",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.4687500","00:00:02.3750000","00:00:01.9062500","msedge","0","","True",,
"msedge","1","323","3486441488384","69038080","25411584","18600","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --extension-process --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=438365371502 --mojo-platform-channel-handle=4404 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.984375","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5580","8",,"False","4/24/2023 4:07:53 PM",,"18144",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18600","18600","25411584","25411584","710832","710832","40796160","40796160","86351872","86351872","3486512922624","-1000521728","True","Normal","25411584","25411584","255","1",,"System.Diagnostics.ProcessThreadCollection","323","3486441488384","-1071955968","False",,,,"69038080","69038080",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.2812500","00:00:00.9843750","00:00:00.7031250","msedge","0","","True",,
"msedge","1","232","3486381719552","90566656","75055104","17560","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=ppapi --lang=en-US --device-scale-factor=1.25 --ppapi-antialiased-text-enabled=1 --ppapi-subpixel-rendering-setting=1 --mojo-platform-channel-handle=12328 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:6","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.59375","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6128","8",,"False","4/25/2023 1:59:26 PM",,"22108",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17560","17560","75055104","75055104","766064","766064","81268736","81268736","96333824","96333824","3487985590272","472145920","True","Normal","75055104","75055104","255","1",,"System.Diagnostics.ProcessThreadCollection","232","3486381719552","-1131724800","False",,,,"90566656","90566656",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.3125000","00:00:02.5937500","00:00:02.2812500","msedge","0","","True",,
"msedge","1","317","3486445293568","93061120","47095808","18464","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --extension-process --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=438365409528 --mojo-platform-channel-handle=4776 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","41.609375","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4784","8",,"False","4/24/2023 4:07:53 PM",,"22484",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18464","18464","47095808","47095808","701624","701624","88768512","88768512","132616192","132616192","3486515589120","-997855232","True","Normal","47095808","47095808","255","1",,"System.Diagnostics.ProcessThreadCollection","317","3486445293568","-1068150784","False",,,,"93061120","93061120",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:06.5000000","00:00:41.6093750","00:00:35.1093750","msedge","0","","True",,
"msedge","1","386","3486453391360","80445440","72609792","21320","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=150 --time-ticks-at-unix-epoch=-1681939307993386 --launch-time-ticks=501869330457 --mojo-platform-channel-handle=10320 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","22.375","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3332","4",,"False","4/25/2023 9:46:17 AM",,"22628",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21320","21320","72609792","72609792","758656","758656","120147968","120147968","184471552","184471552","3486529343488","-984100864","True","Idle","72609792","72609792","255","1",,"System.Diagnostics.ProcessThreadCollection","386","3486453391360","-1060052992","False",,,,"80445440","80445440",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:03.2656250","00:00:22.3750000","00:00:19.1093750","msedge","0","","True",,
"msedge","1","737","2308556677120","245194752","1027911680","110216","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAABgAAAAAAAAAGAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=2012 --field-trial-handle=2016,i,16819262145161324352,8150983697940439089,131072 /prefetch:2","System.Diagnostics.Process (msedge)","Microsoft Corporation","307.53125","112.0.1722.58","112.0.1722.58","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4196","10",,"False","4/24/2023 4:07:53 PM",,"22788",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","110216","110216","1027911680","1027911680","1107696","1107696","1513607168","1513607168","390127616","390127616","2308924006400","-1768398848","True","AboveNormal","1027911680","1027911680","255","1",,"System.Diagnostics.ProcessThreadCollection","737","2308556677120","-2135728128","False",,,,"245194752","245194752",,"System.Diagnostics.ProcessModule (msedge.exe)","00:01:35.4531250","00:05:07.5312500","00:03:32.0781250","msedge","0","","True",,
